zone,state_group,year,crop,area_ha,production_tonnes,yield_hg_ha,rainfall_mm_annual,temp_avg_celsius,humidity_pct,solar_radiation,latitude,longitude,fertilizer_n_kg,fertilizer_p_kg,fertilizer_k_kg,fertilizer_total_kg,fertilizer_n_kg_zone,fertilizer_p_kg_zone,fertilizer_k_kg_zone,fertilizer_total_kg_zone,fertilizer_kg_ha,wb_fertilizer_kg_ha,agric_gdp_share,rural_population,palm_area_kha,palm_production_kmt,palm_dom_consumption_kmt,palm_exports_kmt,palm_imports_kmt,palm_ending_stocks_kmt,cassava_usda_area_kha,cassava_usda_production_kmt,cassava_usda_exports_kmt
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2007,Yam,131000,1750850,133653,485.2,29.023761631808355,39.66375019284853,22.605602318366326,11.5,13.0,168000000,56000000,16500000,240500000,8400000.0,2800000.0,825000.0,12025000.0,91.79,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2008,Yam,133000,1700000,127820,456.9,28.091835502952712,39.40675610312856,22.470028312018695,11.5,13.0,175000000,58000000,17000000,250000000,8750000.0,2900000.0,850000.0,12500000.0,93.98,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2009,Yam,135000,1800000,133333,437.8,29.16067309598004,39.06061320787229,22.947026438896284,11.5,13.0,182000000,60000000,17500000,259500000,9100000.0,3000000.0,875000.0,12975000.0,96.11,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2010,Yam,137000,1850000,135036,464.0,28.745801700539296,41.536559514252815,22.446487324468933,11.5,13.0,190000000,63000000,18000000,271000000,9500000.0,3150000.0,900000.0,13550000.0,98.91,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2011,Yam,139000,1900000,136691,487.2,29.33009886478372,43.87891634705585,22.5176721259748,11.5,13.0,198000000,66000000,18500000,282500000,9900000.0,3300000.0,925000.0,14125000.0,101.62,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2012,Yam,140000,2000000,142857,549.6,29.509665910132394,40.534393157934865,22.58856044578925,11.5,13.0,210000000,70000000,19500000,299500000,10500000.0,3500000.0,975000.0,14975000.0,106.96,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2013,Yam,141000,2165000,153546,487.6,29.508591297698256,39.253596515602766,23.345032920450105,11.5,13.0,225000000,75000000,20500000,320500000,11250000.0,3750000.0,1025000.0,16025000.0,113.65,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2014,Yam,142500,2200000,154386,459.6,28.67631367799714,42.84461909553393,23.733986251049252,11.5,13.0,240000000,80000000,21500000,341500000,12000000.0,4000000.0,1075000.0,17075000.0,119.82,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2015,Yam,144000,2350000,163194,472.9,28.769969001976335,42.24913997064734,22.896723001273372,11.5,13.0,265000000,88000000,23000000,376000000,13250000.0,4400000.0,1150000.0,18800000.0,130.56,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2016,Yam,145000,2400000,165517,482.9,27.967571505754957,38.12315669005392,23.655336369038505,11.5,13.0,280000000,93000000,24000000,397000000,14000000.0,4650000.0,1200000.0,19850000.0,136.9,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2017,Yam,146000,2450000,167808,505.9,29.604541366022367,38.95702013472754,22.835579024507812,11.5,13.0,295000000,98000000,25000000,418000000,14750000.0,4900000.0,1250000.0,20900000.0,143.15,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2018,Yam,147500,2550000,172881,551.0,28.97004654727159,43.45229943198645,22.167823919015465,11.5,13.0,310000000,103000000,26000000,439000000,15500000.0,5150000.0,1300000.0,21950000.0,148.81,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2019,Yam,149000,2650000,177852,523.3,29.40422957318483,42.033418024035875,22.528337136603025,11.5,13.0,320000000,107000000,27000000,454000000,16000000.0,5350000.0,1350000.0,22700000.0,152.35,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2020,Yam,149500,2680000,179264,529.8,29.28084067547684,40.948564405199136,23.201124078327833,11.5,13.0,315000000,105000000,26500000,446500000,15750000.0,5250000.0,1325000.0,22325000.0,149.33,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2021,Yam,150000,2700000,180000,547.4,28.605185974603483,40.82133464852995,22.812017963522656,11.5,13.0,325000000,108000000,27500000,460500000,16250000.0,5400000.0,1375000.0,23025000.0,153.5,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2022,Yam,150500,2725000,181063,464.6,29.13448598720516,36.78390803350837,24.003768817488808,11.5,13.0,310000000,103000000,26000000,439000000,15500000.0,5150000.0,1300000.0,21950000.0,145.85,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
North East,"Borno, Yobe, Adamawa, Gombe, Bauchi, Taraba",2023,Yam,151000,2750000,182119,507.0,28.648736236958516,35.13422736473995,23.614470954167636,11.5,13.0,295000000,98000000,24500000,417500000,14750000.0,4900000.0,1225000.0,20875000.0,138.25,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2000,Cassava,155000,1600000,103226,562.3,28.725510384551093,46.67594688576664,21.968361642002172,12.0,8.5,128000000,42000000,12000000,182000000,6400000.0,2100000.0,600000.0,9100000.0,58.71,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2001,Cassava,160000,1700000,106250,679.4,28.83745790618641,44.112072417618435,22.061384929475366,12.0,8.5,132000000,44000000,13000000,189000000,6600000.0,2200000.0,650000.0,9450000.0,59.06,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2002,Cassava,169000,1897650,112284,759.3,28.980024777084296,43.2484018888044,21.831061015708066,12.0,8.5,138000000,46000000,14000000,198000000,6900000.0,2300000.0,700000.0,9900000.0,58.58,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2003,Cassava,178500,2000000,112045,663.3,27.77335328092503,43.03539518353113,22.641568155165793,12.0,8.5,142000000,48000000,14500000,204500000,7100000.0,2400000.0,725000.0,10225000.0,57.28,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2004,Cassava,186000,2170500,116694,711.1,28.08481123584662,45.004664998104516,22.13724122681301,12.0,8.5,148000000,50000000,15000000,213000000,7400000.0,2500000.0,750000.0,10650000.0,57.26,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2005,Cassava,191000,2286050,119688,611.9,29.032485765830206,42.78016915987462,22.68977725856732,12.0,8.5,155000000,52000000,15500000,222500000,7750000.0,2600000.0,775000.0,11125000.0,58.25,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2006,Cassava,195000,2403200,123241,570.0,28.228255986349616,42.96316754818457,22.594662770669533,12.0,8.5,162000000,54000000,16000000,232000000,8100000.0,2700000.0,800000.0,11600000.0,59.49,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2007,Cassava,197500,2170900,109918,643.9,28.159406066314485,47.44222606037821,22.8286559702317,12.0,8.5,168000000,56000000,16500000,240500000,8400000.0,2800000.0,825000.0,12025000.0,60.89,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2008,Cassava,200000,2229100,111455,713.3,29.161221721737533,45.368499893021784,22.856814053663022,12.0,8.5,175000000,58000000,17000000,250000000,8750000.0,2900000.0,850000.0,12500000.0,62.5,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2009,Cassava,199000,2228200,111970,746.9,27.900489514097146,46.04087279475995,21.945256895764434,12.0,8.5,182000000,60000000,17500000,259500000,9100000.0,3000000.0,875000.0,12975000.0,65.2,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2010,Cassava,200500,2285000,113966,634.1,28.745292558428467,45.772233376014825,22.377497454261732,12.0,8.5,190000000,63000000,18000000,271000000,9500000.0,3150000.0,900000.0,13550000.0,67.58,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2011,Cassava,202500,2620150,129390,752.9,27.71396879276182,45.267046091782724,22.097253528393058,12.0,8.5,198000000,66000000,18500000,282500000,9900000.0,3300000.0,925000.0,14125000.0,69.75,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2012,Cassava,204500,2700000,131980,593.3,27.447298660655193,44.12220910272976,22.932951427796283,12.0,8.5,210000000,70000000,19500000,299500000,10500000.0,3500000.0,975000.0,14975000.0,73.23,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2013,Cassava,206000,2741500,133083,639.3,27.96193843360192,41.261894652777194,23.42725159730389,12.0,8.5,225000000,75000000,20500000,320500000,11250000.0,3750000.0,1025000.0,16025000.0,77.79,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2014,Cassava,206500,2850000,138013,589.0,28.6083151259259,43.569500364160355,22.945265185760697,12.0,8.5,240000000,80000000,21500000,341500000,12000000.0,4000000.0,1075000.0,17075000.0,82.69,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2015,Cassava,207500,2965000,142892,564.2,28.768931647634876,46.995021969535294,22.234755894744563,12.0,8.5,265000000,88000000,23000000,376000000,13250000.0,4400000.0,1150000.0,18800000.0,90.6,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2016,Cassava,208000,2979350,143238,589.9,28.56447922719964,42.85355015184255,22.279055348999762,12.0,8.5,280000000,93000000,24000000,397000000,14000000.0,4650000.0,1200000.0,19850000.0,95.43,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2017,Cassava,209000,2960000,141627,672.0,28.21949131653436,45.68834020850069,22.2262377864193,12.0,8.5,295000000,98000000,25000000,418000000,14750000.0,4900000.0,1250000.0,20900000.0,100.0,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2018,Cassava,210000,2960000,140952,640.4,29.09391804860535,48.303206784060315,22.764037851715788,12.0,8.5,310000000,103000000,26000000,439000000,15500000.0,5150000.0,1300000.0,21950000.0,104.52,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2019,Cassava,212500,3000000,141176,747.1,28.610599640195087,38.19175641143006,22.140438499070584,12.0,8.5,320000000,107000000,27000000,454000000,16000000.0,5350000.0,1350000.0,22700000.0,106.82,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2020,Cassava,213000,3000000,140845,681.3,28.20273885842565,42.04818311001744,22.142290798717205,12.0,8.5,315000000,105000000,26500000,446500000,15750000.0,5250000.0,1325000.0,22325000.0,104.81,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2021,Cassava,214000,3050000,142523,648.4,27.592509504792876,43.73131765945464,22.31386194740379,12.0,8.5,325000000,108000000,27500000,460500000,16250000.0,5400000.0,1375000.0,23025000.0,107.59,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2022,Cassava,215000,3075000,143023,551.0,28.776241215760027,45.74911258048018,22.874227579052597,12.0,8.5,310000000,103000000,26000000,439000000,15500000.0,5150000.0,1300000.0,21950000.0,102.09,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2023,Cassava,216500,3100000,143187,650.8,28.936486384962937,45.564876279231065,22.23799572105199,12.0,8.5,295000000,98000000,24500000,417500000,14750000.0,4900000.0,1225000.0,20875000.0,96.42,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2000,Cocoa beans,4320,3400,7870,562.3,28.725510384551093,46.67594688576664,21.968361642002172,12.0,8.5,128000000,42000000,12000000,182000000,1280000.0,420000.0,120000.0,1820000.0,421.3,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2001,Cocoa beans,4390,3600,8200,679.4,28.83745790618641,44.112072417618435,22.061384929475366,12.0,8.5,132000000,44000000,13000000,189000000,1320000.0,440000.0,130000.0,1890000.0,430.52,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2002,Cocoa beans,4450,3800,8539,759.3,28.980024777084296,43.2484018888044,21.831061015708066,12.0,8.5,138000000,46000000,14000000,198000000,1380000.0,460000.0,140000.0,1980000.0,444.94,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2003,Cocoa beans,4520,3800,8407,663.3,27.77335328092503,43.03539518353113,22.641568155165793,12.0,8.5,142000000,48000000,14500000,204500000,1420000.0,480000.0,145000.0,2045000.0,452.43,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2004,Cocoa beans,4590,4000,8714,711.1,28.08481123584662,45.004664998104516,22.13724122681301,12.0,8.5,148000000,50000000,15000000,213000000,1480000.0,500000.0,150000.0,2130000.0,464.05,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2005,Cocoa beans,4660,3900,8369,611.9,29.032485765830206,42.78016915987462,22.68977725856732,12.0,8.5,155000000,52000000,15500000,222500000,1550000.0,520000.0,155000.0,2225000.0,477.47,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2006,Cocoa beans,4730,4000,8456,570.0,28.228255986349616,42.96316754818457,22.594662770669533,12.0,8.5,162000000,54000000,16000000,232000000,1620000.0,540000.0,160000.0,2320000.0,490.49,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2007,Cocoa beans,4800,4200,8750,643.9,28.159406066314485,47.44222606037821,22.8286559702317,12.0,8.5,168000000,56000000,16500000,240500000,1680000.0,560000.0,165000.0,2405000.0,501.04,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2008,Cocoa beans,4870,4200,8624,713.3,29.161221721737533,45.368499893021784,22.856814053663022,12.0,8.5,175000000,58000000,17000000,250000000,1750000.0,580000.0,170000.0,2500000.0,513.35,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2009,Cocoa beans,4900,4400,8980,746.9,27.900489514097146,46.04087279475995,21.945256895764434,12.0,8.5,182000000,60000000,17500000,259500000,1820000.0,600000.0,175000.0,2595000.0,529.59,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2010,Cocoa beans,4950,4500,9091,634.1,28.745292558428467,45.772233376014825,22.377497454261732,12.0,8.5,190000000,63000000,18000000,271000000,1900000.0,630000.0,180000.0,2710000.0,547.47,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2011,Cocoa beans,5000,4670,9340,752.9,27.71396879276182,45.267046091782724,22.097253528393058,12.0,8.5,198000000,66000000,18500000,282500000,1980000.0,660000.0,185000.0,2825000.0,565.0,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2012,Cocoa beans,5070,4800,9467,593.3,27.447298660655193,44.12220910272976,22.932951427796283,12.0,8.5,210000000,70000000,19500000,299500000,2100000.0,700000.0,195000.0,2995000.0,590.73,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2013,Cocoa beans,5140,4950,9630,639.3,27.96193843360192,41.261894652777194,23.42725159730389,12.0,8.5,225000000,75000000,20500000,320500000,2250000.0,750000.0,205000.0,3205000.0,623.54,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2014,Cocoa beans,5180,5100,9846,589.0,28.6083151259259,43.569500364160355,22.945265185760697,12.0,8.5,240000000,80000000,21500000,341500000,2400000.0,800000.0,215000.0,3415000.0,659.27,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2015,Cocoa beans,5200,5200,10000,564.2,28.768931647634876,46.995021969535294,22.234755894744563,12.0,8.5,265000000,88000000,23000000,376000000,2650000.0,880000.0,230000.0,3760000.0,723.08,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2016,Cocoa beans,5220,5300,10153,589.9,28.56447922719964,42.85355015184255,22.279055348999762,12.0,8.5,280000000,93000000,24000000,397000000,2800000.0,930000.0,240000.0,3970000.0,760.54,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2017,Cocoa beans,5250,5400,10286,672.0,28.21949131653436,45.68834020850069,22.2262377864193,12.0,8.5,295000000,98000000,25000000,418000000,2950000.0,980000.0,250000.0,4180000.0,796.19,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
